T[K]	Re[\chi]	Im[\chi]
  59.09900	   3.18043	  -0.04889
  59.18400	   3.17514	  -0.04852
  59.27700	   3.16985	  -0.05188
  59.38700	   3.16925	  -0.05330
  59.46900	   3.17796	  -0.04990
  59.57700	   3.18579	  -0.05968
  59.65900	   3.18252	  -0.05154
  59.76400	   3.18144	  -0.03969
  59.84600	   3.17632	  -0.04662
  59.95200	   3.18639	  -0.04955
  60.03700	   3.17741	  -0.05800
  60.14400	   3.18517	  -0.05397
  60.22800	   3.18504	  -0.05065
  60.33400	   3.17442	  -0.04373
  60.41400	   3.17704	  -0.05685
  60.51600	   3.18529	  -0.04237
  60.61000	   3.18952	  -0.03675
  60.70000	   3.18521	  -0.04519
  60.79100	   3.18285	  -0.04222
  60.87900	   3.19009	  -0.04480
  60.96900	   3.18418	  -0.04217
  61.05900	   3.17976	  -0.04350
  61.14900	   3.18178	  -0.04654
  61.23800	   3.18892	  -0.04902
  61.32400	   3.19240	  -0.03894
  61.40900	   3.19040	  -0.03841
  61.49500	   3.18533	  -0.04394
  61.58200	   3.18561	  -0.04733
  61.66900	   3.19385	  -0.04862
  61.75500	   3.17411	  -0.03705
  61.84000	   3.18338	  -0.03487
  61.92400	   3.19055	  -0.05359
  62.00800	   3.19270	  -0.04288
  62.09300	   3.19444	  -0.03631
  62.17700	   3.19043	  -0.04432
  62.26100	   3.19697	  -0.04069
  62.34600	   3.18599	  -0.03973
  62.43400	   3.19285	  -0.04811
  62.52000	   3.19625	  -0.05418
  62.60700	   3.19450	  -0.04281
  62.69600	   3.20017	  -0.04113
  62.78500	   3.18849	  -0.04554
  62.87500	   3.18750	  -0.05593
  62.96500	   3.18207	  -0.04408
  63.05400	   3.19515	  -0.05156
  63.14200	   3.19595	  -0.04363
  63.23100	   3.20005	  -0.04644
  63.31900	   3.18686	  -0.04303
  63.40700	   3.19819	  -0.04071
  63.49600	   3.20066	  -0.04056
  63.58500	   3.19172	  -0.04325
  63.67200	   3.20210	  -0.04182
  63.76100	   3.20089	  -0.04747
  63.84900	   3.19386	  -0.04450
  63.93800	   3.20045	  -0.04677
  64.02600	   3.20268	  -0.04215
  64.11400	   3.19916	  -0.05440
  64.20200	   3.20277	  -0.04480
  64.29000	   3.20201	  -0.04308
  64.37800	   3.20633	  -0.03535
  64.46600	   3.18851	  -0.03831
  64.55300	   3.19889	  -0.04997
  64.64000	   3.19346	  -0.05047
  64.72900	   3.19973	  -0.04711
  64.81500	   3.19167	  -0.04640
  64.90000	   3.20175	  -0.05125
  64.98700	   3.20217	  -0.05386
  65.07200	   3.20821	  -0.04749
  65.15900	   3.20984	  -0.04498
  65.24300	   3.20868	  -0.04208
  65.32900	   3.21281	  -0.04016
  65.41400	   3.20328	  -0.04545
  65.49900	   3.20856	  -0.04330
  65.58200	   3.21358	  -0.04797
  65.66600	   3.21672	  -0.05275
  65.75200	   3.19767	  -0.04436
  65.83600	   3.20156	  -0.04751
  65.92000	   3.20338	  -0.03950
  66.00300	   3.21449	  -0.04045
  66.08800	   3.20053	  -0.03583
  66.17200	   3.22024	  -0.04384
  66.25600	   3.21775	  -0.03853
  66.33900	   3.21354	  -0.05156
  66.42300	   3.22158	  -0.04464
  66.50700	   3.21978	  -0.04145
  66.59100	   3.22244	  -0.04239
  66.67500	   3.21002	  -0.05008
  66.76000	   3.20858	  -0.04026
  66.84400	   3.20967	  -0.04684
  66.92900	   3.20456	  -0.05108
  67.01300	   3.20548	  -0.05200
  67.09700	   3.20926	  -0.04761
  67.18200	   3.22069	  -0.05040
  67.26700	   3.22256	  -0.04502
  67.35100	   3.21859	  -0.03663
  67.43600	   3.21943	  -0.03766
  67.52200	   3.21908	  -0.04091
  67.60800	   3.22502	  -0.05069
  67.69200	   3.22008	  -0.04808
  67.77700	   3.22818	  -0.04511
  67.86300	   3.21852	  -0.05282
  67.94700	   3.22731	  -0.05752
  68.03300	   3.22359	  -0.03962
  68.11900	   3.22268	  -0.05172
  68.20400	   3.22052	  -0.04991
  68.29100	   3.22432	  -0.04146
  68.37700	   3.22442	  -0.03612
  68.46400	   3.22559	  -0.04685
  68.55100	   3.22745	  -0.04965
  68.63700	   3.23460	  -0.04876
  68.72400	   3.22662	  -0.04373
  68.81000	   3.22449	  -0.04891
  68.89800	   3.23150	  -0.03098
  68.98500	   3.22255	  -0.04045
  69.07200	   3.23017	  -0.04106
  69.15600	   3.23404	  -0.04791
  69.24300	   3.22161	  -0.04691
  69.32900	   3.23309	  -0.04404
  69.41500	   3.22744	  -0.03476
  69.50200	   3.23866	  -0.03997
  69.58900	   3.23196	  -0.03784
  69.67600	   3.23729	  -0.03623
  69.76300	   3.23192	  -0.04707
  69.85100	   3.24329	  -0.04596
  69.93800	   3.23362	  -0.04456
  70.02700	   3.23393	  -0.04908
  70.11500	   3.23539	  -0.04692
  70.20500	   3.22972	  -0.04598
  70.29500	   3.23682	  -0.04905
  70.38500	   3.24328	  -0.05518
  70.47600	   3.23450	  -0.04421
  70.56800	   3.23289	  -0.04898
  70.65800	   3.23319	  -0.05375
  70.74800	   3.24044	  -0.05415
  70.84000	   3.24249	  -0.04252
  70.93100	   3.24079	  -0.04805
  71.02400	   3.24867	  -0.04715
  71.11500	   3.24160	  -0.05008
  71.20800	   3.23985	  -0.03788
  71.30100	   3.23127	  -0.04213
  71.39600	   3.24896	  -0.04171
  71.48900	   3.25022	  -0.04893
  71.58400	   3.25689	  -0.04364
  71.68000	   3.25577	  -0.04245
  71.77500	   3.24187	  -0.04758
  71.87100	   3.25676	  -0.04612
  71.96800	   3.25701	  -0.04540
  72.06600	   3.24691	  -0.04066
  72.16300	   3.24832	  -0.05662
  72.26100	   3.25545	  -0.05185
  72.35900	   3.26431	  -0.04916
  72.45700	   3.25696	  -0.05119
  72.55600	   3.25666	  -0.04748
  72.65500	   3.26957	  -0.03927
  72.73900	   3.27115	  -0.04590
  72.84800	   3.25469	  -0.03777
  72.93500	   3.24896	  -0.05391
  73.04800	   3.23574	  -0.05982
  73.13500	   3.25016	  -0.04336
  73.23300	   3.25389	  -0.04990
  73.33400	   3.25987	  -0.04200
  73.43400	   3.25171	  -0.04807
  73.53400	   3.24838	  -0.03243
  73.63400	   3.25475	  -0.04398
  73.73500	   3.25922	  -0.03734
  73.83600	   3.25589	  -0.04187
  73.93700	   3.25169	  -0.04451
  74.03900	   3.25648	  -0.04622
  74.14000	   3.25737	  -0.04571
  74.24200	   3.26867	  -0.04243
  74.34300	   3.27088	  -0.04673
  74.44500	   3.26590	  -0.04045
  74.54700	   3.27435	  -0.04955
  74.64800	   3.27120	  -0.04278
  74.75000	   3.27287	  -0.04827
  74.85100	   3.26611	  -0.04083
  74.95300	   3.27191	  -0.03996
  75.05300	   3.26757	  -0.04388
  75.15400	   3.27531	  -0.04856
  75.25400	   3.27474	  -0.04930
  75.35400	   3.29100	  -0.03967
  75.45400	   3.28265	  -0.04620
  75.55300	   3.28154	  -0.04148
  75.65300	   3.28355	  -0.05042
  75.75300	   3.28492	  -0.05226
  75.85200	   3.28407	  -0.05180
  75.95200	   3.28710	  -0.04466
  76.05100	   3.29703	  -0.04524
  76.15100	   3.29132	  -0.02682
  76.25000	   3.29390	  -0.04283
  76.35000	   3.29352	  -0.03448
  76.45000	   3.30109	  -0.04613
  76.54900	   3.28936	  -0.04005
  76.64900	   3.30130	  -0.03708
  76.74800	   3.30797	  -0.03787
  76.84700	   3.30938	  -0.04107
  76.94600	   3.31262	  -0.04308
  77.04600	   3.31112	  -0.04905
  77.14500	   3.31116	  -0.04743
  77.24400	   3.32002	  -0.04369
  77.34300	   3.31602	  -0.03983
  77.44200	   3.31561	  -0.04639
  77.54200	   3.32032	  -0.04333
  77.64100	   3.32197	  -0.04817
  77.73900	   3.33264	  -0.04911
  77.83700	   3.33231	  -0.04770
  77.93600	   3.32575	  -0.05089
  78.03500	   3.32395	  -0.04982
  78.13300	   3.33316	  -0.04345
  78.23200	   3.34515	  -0.04894
  78.33000	   3.34547	  -0.03606
  78.42900	   3.34765	  -0.03833
  78.52600	   3.34284	  -0.03835
  78.62500	   3.34617	  -0.04064
  78.72300	   3.35364	  -0.04021
  78.82100	   3.36302	  -0.04065
  78.91900	   3.36568	  -0.04300
  79.01600	   3.36290	  -0.04551
  79.11400	   3.37014	  -0.04525
  79.21100	   3.36524	  -0.04289
  79.30900	   3.37456	  -0.03670
  79.40700	   3.37364	  -0.03488
  79.50400	   3.37685	  -0.03766
  79.60100	   3.39211	  -0.03702
  79.69800	   3.38780	  -0.03945
  79.79400	   3.38422	  -0.03539
  79.89100	   3.39117	  -0.03242
  79.98700	   3.40067	  -0.03825
  80.08500	   3.39775	  -0.04682
  80.18000	   3.40895	  -0.04407
  80.27700	   3.41387	  -0.04990
  80.37300	   3.40723	  -0.04090
  80.46800	   3.40973	  -0.03907
  80.56500	   3.43533	  -0.03687
  80.65900	   3.43994	  -0.04514
  80.75400	   3.44608	  -0.04036
  80.84900	   3.44658	  -0.04841
  80.94500	   3.46485	  -0.03839
  81.03900	   3.46549	  -0.05080
  81.13200	   3.45668	  -0.04999
  81.22500	   3.46175	  -0.04435
  81.31800	   3.47909	  -0.04055
  81.41100	   3.48501	  -0.03491
  81.50400	   3.49020	  -0.04748
  81.59600	   3.49094	  -0.04830
  81.70200	   3.48445	  -0.04228
  81.78300	   3.49543	  -0.05302
  81.88500	   3.50174	  -0.05371
  81.96600	   3.49799	  -0.04836
  82.06700	   3.49901	  -0.03984
  82.16200	   3.52180	  -0.04152
  82.25300	   3.52810	  -0.04331
  82.34400	   3.53618	  -0.03575
  82.43500	   3.54608	  -0.03330
  82.52600	   3.55918	  -0.04831
  82.61600	   3.56615	  -0.04557
  82.70600	   3.56079	  -0.04555
  82.79500	   3.57853	  -0.03647
  82.88600	   3.59904	  -0.05563
  82.97500	   3.60312	  -0.04650
  83.06500	   3.61252	  -0.05351
  83.15400	   3.62185	  -0.04141
  83.24300	   3.63497	  -0.03295
  83.33200	   3.65664	  -0.03642
  83.42100	   3.67896	  -0.03881
  83.51000	   3.69305	  -0.04079
  83.59900	   3.70817	  -0.03954
  83.68700	   3.72363	  -0.03018
  83.77600	   3.74301	  -0.03466
  83.86400	   3.77163	  -0.02816
  83.95100	   3.78350	  -0.01926
  84.04000	   3.82958	  -0.01295
  84.12800	   3.87845	   0.00401
  84.21500	   3.91933	   0.01896
  84.30200	   3.96325	   0.02987
  84.39000	   4.05190	   0.04815
  84.47800	   4.13546	   0.06844
  84.56400	   4.22427	   0.09108
  84.65100	   4.32939	   0.11431
  84.73800	   4.46365	   0.12934
  84.83000	   4.61322	   0.16886
  84.91700	   4.77290	   0.20792
  85.00500	   4.96311	   0.24619
  85.09100	   5.17899	   0.28357
  85.17700	   5.38726	   0.31875
  85.26400	   5.63126	   0.34961
  85.35100	   5.89040	   0.38623
  85.43700	   6.17746	   0.40960
  85.52300	   6.48137	   0.43290
  85.61100	   6.80174	   0.45659
  85.69900	   7.12187	   0.47795
  85.78500	   7.46672	   0.49114
  85.87300	   7.82561	   0.52215
  85.96000	   8.18663	   0.54279
  86.04600	   8.57545	   0.56001
  86.13200	   8.97876	   0.58294
  86.21900	   9.39308	   0.57256
  86.30600	   9.79388	   0.57118
  86.39200	  10.17855	   0.53223
  86.47700	  10.55401	   0.47009
  86.56500	  10.87886	   0.40259
  86.65000	  11.16663	   0.33807
  86.73700	  11.42316	   0.27699
  86.82100	  11.64537	   0.21421
  86.90900	  11.84740	   0.15315
  86.99500	  12.02049	   0.05818
  87.09500	  12.12155	   0.00584
  87.17900	  12.18783	  -0.05614
  87.26400	  12.23583	  -0.10346
  87.34900	  12.26146	  -0.12780
  87.43900	  12.27770	  -0.14689
  87.52800	  12.28636	  -0.15751
  87.61300	  12.29324	  -0.16496
  87.69800	  12.29908	  -0.16896
  87.78400	  12.30751	  -0.17156
  87.86900	  12.30850	  -0.17005
  87.95500	  12.30668	  -0.17306
  88.04000	  12.29866	  -0.17218
  88.12700	  12.31487	  -0.18405
  88.21300	  12.30912	  -0.17678
  88.30000	  12.31500	  -0.17437
  88.38700	  12.31180	  -0.18572
  88.47500	  12.31711	  -0.17720
  88.56100	  12.30653	  -0.18393
  88.64800	  12.31184	  -0.17815
  88.73400	  12.31514	  -0.17800
  88.82100	  12.30970	  -0.18146
  88.90800	  12.32290	  -0.17481
  88.99300	  12.32060	  -0.17616
  89.07900	  12.32050	  -0.17422
  89.16700	  12.32190	  -0.17982
  89.25600	  12.32377	  -0.18167
  89.34400	  12.31917	  -0.19144
  89.43100	  12.31920	  -0.19114
  89.51800	  12.32037	  -0.17563
  89.60700	  12.32329	  -0.17506
  89.69600	  12.31695	  -0.17813
  89.78400	  12.30830	  -0.18164
  89.87200	  12.30720	  -0.18008
  89.96000	  12.31237	  -0.18587
  90.04800	  12.31443	  -0.17050
  90.12500	  12.30900	  -0.18392
  90.21100	  12.31403	  -0.18678
  90.30100	  12.31601	  -0.17623
  90.38800	  12.31526	  -0.17335
  90.47800	  12.30236	  -0.17981
  90.56800	  12.32127	  -0.18394
  90.66900	  12.31973	  -0.18733
  90.74900	  12.32266	  -0.17054
  90.84900	  12.32305	  -0.17020
  90.94200	  12.30499	  -0.17901
  91.03000	  12.30594	  -0.18386
  91.12200	  12.30815	  -0.18783
  91.21200	  12.31980	  -0.18467
  91.30300	  12.31869	  -0.17568
  91.39400	  12.31403	  -0.18190
  91.48600	  12.32268	  -0.17729
  91.57600	  12.31797	  -0.17760
  91.66600	  12.31796	  -0.17869
  91.75400	  12.32428	  -0.18266
  91.84600	  12.32155	  -0.17855
  91.93700	  12.31985	  -0.17425
  92.02900	  12.32259	  -0.18045
  92.12100	  12.31126	  -0.17828
  92.21400	  12.32128	  -0.17670
  92.30600	  12.32481	  -0.17194
  92.39700	  12.34052	  -0.18194
  92.48900	  12.32846	  -0.17221
  92.58100	  12.31891	  -0.17740
  92.67400	  12.31404	  -0.16958
  92.76800	  12.30979	  -0.17475
  92.86100	  12.31973	  -0.17952
  92.95400	  12.32046	  -0.17486
  93.04600	  12.31733	  -0.17703
  93.13900	  12.31759	  -0.17746
  93.23100	  12.30860	  -0.17724
  93.32700	  12.32486	  -0.17491
  93.42100	  12.32392	  -0.17485
  93.51600	  12.31344	  -0.18524
  93.61000	  12.31692	  -0.18060
  93.70300	  12.31478	  -0.17315
  93.79700	  12.31509	  -0.18353
  93.89100	  12.31050	  -0.18704
  93.98500	  12.32306	  -0.17764
  94.08100	  12.31837	  -0.18263
  94.17600	  12.31579	  -0.17929
  94.27200	  12.32377	  -0.16973
  94.36700	  12.31630	  -0.17369
  94.46300	  12.32471	  -0.17387
  94.56100	  12.32453	  -0.16989
  94.65600	  12.31548	  -0.17461
  94.75400	  12.32021	  -0.17004
  94.85100	  12.31047	  -0.16970
  94.94900	  12.32099	  -0.17789
  95.04900	  12.31733	  -0.17394
  95.14700	  12.31478	  -0.17281
  95.24700	  12.32009	  -0.17364
  95.34700	  12.32560	  -0.18082
  95.44600	  12.32006	  -0.16823
  95.54900	  12.32743	  -0.16720
  95.64900	  12.32329	  -0.17607
  95.75200	  12.31616	  -0.18334
  95.85600	  12.32053	  -0.18105
  95.95700	  12.31540	  -0.17892
  96.06000	  12.31501	  -0.17637
  96.16600	  12.31755	  -0.17309
  96.27300	  12.31214	  -0.18202
  96.38100	  12.32691	  -0.17912
  96.48900	  12.31826	  -0.17457
  96.59800	  12.30803	  -0.16997
  96.69300	  12.31385	  -0.17932
  96.80100	  12.31631	  -0.17776
  96.91200	  12.31210	  -0.17438
  97.02300	  12.31784	  -0.17868
  97.13500	  12.31589	  -0.18015
  97.24800	  12.32175	  -0.17820
  97.36200	  12.31536	  -0.16934
  97.47700	  12.31109	  -0.16447
  97.59300	  12.32182	  -0.17979
  97.70900	  12.31311	  -0.17433
  97.82600	  12.31853	  -0.17381
  97.94300	  12.31139	  -0.17127
  98.06200	  12.32463	  -0.17222
  98.18100	  12.32292	  -0.17115
  98.30100	  12.32180	  -0.17550
  98.42200	  12.32203	  -0.16892
  98.54400	  12.31472	  -0.16804
  98.66700	  12.32855	  -0.16441
  98.79000	  12.31907	  -0.16849
  98.91300	  12.32027	  -0.16472
  99.03800	  12.32222	  -0.17292
  99.16300	  12.31781	  -0.18930
  99.29000	  12.31179	  -0.18278
  99.41700	  12.29522	  -0.16804
  99.54400	  12.31573	  -0.17227
  99.67100	  12.31472	  -0.17210
  99.80000	  12.32386	  -0.17354
  99.92900	  12.32121	  -0.18062
 100.05900	  12.31838	  -0.18150
 100.18900	  12.31574	  -0.17306
 100.32000	  12.32547	  -0.16822
 100.45200	  12.32544	  -0.17432
 100.58100	  12.31713	  -0.16852
 100.71200	  12.32635	  -0.16827
 100.84200	  12.31848	  -0.18129
 100.97300	  12.32332	  -0.16546
 101.10400	  12.31718	  -0.17271
 101.23500	  12.32464	  -0.17243
 101.36700	  12.31793	  -0.17217
 101.50000	  12.31426	  -0.17303
 101.63300	  12.31532	  -0.17858
 101.76600	  12.32757	  -0.18146
 101.90000	  12.32768	  -0.17546
 102.03400	  12.32457	  -0.17730
 102.16800	  12.33022	  -0.17700
 102.30300	  12.33246	  -0.17073
 102.43800	  12.32323	  -0.18377
 102.57400	  12.32548	  -0.17437
 102.71000	  12.32302	  -0.17647
 102.84600	  12.32331	  -0.17359
 102.98200	  12.32200	  -0.16945
 103.11900	  12.32730	  -0.17957
 103.25600	  12.33016	  -0.17048
 103.39400	  12.31499	  -0.17810
 103.53100	  12.31183	  -0.16730
 103.66900	  12.32444	  -0.18355
 103.80700	  12.33508	  -0.16770
 103.94500	  12.31292	  -0.17101
 104.08400	  12.32217	  -0.16898
 104.22200	  12.31644	  -0.17057
 104.36100	  12.32948	  -0.17603
 104.50000	  12.33072	  -0.17679
 104.63900	  12.33014	  -0.16343
 104.77900	  12.32480	  -0.16073
 104.91800	  12.32361	  -0.16717
 105.05800	  12.32211	  -0.16106
 105.19800	  12.31451	  -0.16852
 105.33700	  12.32076	  -0.16946
 105.47800	  12.31672	  -0.16895
 105.61800	  12.32733	  -0.17027
 105.75900	  12.32151	  -0.17129
 105.89900	  12.32371	  -0.18423
 106.03900	  12.33276	  -0.15858
 106.18000	  12.31747	  -0.16938
 106.32100	  12.31803	  -0.17578
 106.46200	  12.31327	  -0.16976
 106.60300	  12.31353	  -0.16924
 106.74500	  12.31797	  -0.17505
 106.88600	  12.32084	  -0.17347
 107.02600	  12.31966	  -0.17520
 107.16800	  12.32541	  -0.16722
 107.30800	  12.32637	  -0.17412
 107.44900	  12.32115	  -0.17018
 107.59100	  12.31513	  -0.17074
 107.73200	  12.31075	  -0.16528
 107.87400	  12.32137	  -0.16830
 108.01500	  12.31951	  -0.15863
 108.15600	  12.32010	  -0.16319
 108.29700	  12.32753	  -0.16773
 108.43900	  12.32419	  -0.16970
 108.58000	  12.31949	  -0.16838
 108.72100	  12.32721	  -0.16126
 108.86300	  12.32799	  -0.16987
 109.00400	  12.32315	  -0.17406
 109.14200	  12.31762	  -0.17545
 109.28100	  12.31854	  -0.17635
 109.41900	  12.33113	  -0.16655
 109.55800	  12.32357	  -0.16662
 109.69500	  12.31195	  -0.16059
 109.83400	  12.33144	  -0.16608
 109.97200	  12.32577	  -0.15975
 110.11000	  12.32017	  -0.16669
 110.24800	  12.31576	  -0.16425
 110.38600	  12.31105	  -0.16949
 110.52400	  12.32218	  -0.16765
 110.66200	  12.32342	  -0.15562
 110.80100	  12.31485	  -0.17248
 110.93800	  12.31795	  -0.17304
 111.07600	  12.32063	  -0.17293
 111.21300	  12.31267	  -0.17307
 111.35000	  12.31782	  -0.16616
 111.48800	  12.31977	  -0.16857
 111.62500	  12.33102	  -0.15561
 111.76200	  12.32576	  -0.16985
 111.89900	  12.32859	  -0.16568
 112.03700	  12.31535	  -0.17137
 112.17300	  12.32343	  -0.16282
 112.31000	  12.32281	  -0.16581
 112.44700	  12.31629	  -0.16558
 112.58400	  12.31691	  -0.16792
 112.72000	  12.32051	  -0.16831
 112.85600	  12.32371	  -0.15468
 112.99300	  12.32507	  -0.16151
 113.12800	  12.32206	  -0.15559
 113.26500	  12.33057	  -0.16580
 113.40100	  12.32366	  -0.16938
 113.53700	  12.32490	  -0.16139
 113.67200	  12.33085	  -0.17100
 113.80800	  12.32543	  -0.16954
 113.94400	  12.32767	  -0.16196
 114.08000	  12.31978	  -0.16496
 114.21500	  12.32443	  -0.16848
 114.35000	  12.30852	  -0.16744
 114.48500	  12.32235	  -0.15791
 114.61900	  12.32881	  -0.15626
 114.75400	  12.31980	  -0.16113
 114.88800	  12.31787	  -0.14959
 115.02300	  12.33229	  -0.16220
 115.15700	  12.32408	  -0.16033
 115.29200	  12.31410	  -0.16481
 115.42500	  12.32655	  -0.16825
 115.55900	  12.32180	  -0.16831
 115.69200	  12.32816	  -0.16195
 115.82600	  12.33291	  -0.17356
 115.96000	  12.32370	  -0.16875
 116.09300	  12.32548	  -0.16212
 116.22600	  12.32771	  -0.16755
 116.35800	  12.32871	  -0.16534
 116.49100	  12.32269	  -0.16141
 116.62400	  12.31816	  -0.15888
 116.75600	  12.31557	  -0.16999
 116.88900	  12.31051	  -0.16015
 117.02100	  12.32144	  -0.15480
 117.15300	  12.31855	  -0.15236
 117.28400	  12.32131	  -0.16042
 117.41600	  12.32496	  -0.16453
 117.54800	  12.32457	  -0.16901
 117.67900	  12.33333	  -0.15773
 117.81000	  12.31664	  -0.17399
 117.94100	  12.31617	  -0.16765
 118.07000	  12.32077	  -0.17230
 118.19800	  12.31660	  -0.16515
 118.32600	  12.31303	  -0.15616
 118.45400	  12.32195	  -0.16269
 118.58200	  12.32192	  -0.15817
 118.70800	  12.32613	  -0.16471
 118.83600	  12.32747	  -0.15446
 118.96300	  12.33334	  -0.14928
 119.09000	  12.33038	  -0.15659
 119.21700	  12.32094	  -0.16295
 119.34300	  12.31814	  -0.16786
 119.46900	  12.32136	  -0.17036
 119.59500	  12.31599	  -0.16062
 119.72200	  12.31704	  -0.16069
 119.84700	  12.31912	  -0.16520
 119.97300	  12.31975	  -0.16798
 120.09900	  12.32175	  -0.16207
 120.22400	  12.32968	  -0.16478
 120.34900	  12.32516	  -0.15551
 120.47400	  12.32505	  -0.15832
 120.59900	  12.33078	  -0.15120
 120.72300	  12.33025	  -0.15431
 120.84800	  12.32807	  -0.15462
 120.97200	  12.32923	  -0.16555
 121.09600	  12.32727	  -0.17008
 121.22000	  12.32605	  -0.16421
 121.34400	  12.32062	  -0.16853
 121.46700	  12.32196	  -0.15177
 121.59000	  12.31394	  -0.15848
 121.71400	  12.31861	  -0.15670
 121.83800	  12.32436	  -0.16082
 121.96000	  12.32665	  -0.16006
 122.08200	  12.31986	  -0.16712
 122.20500	  12.31313	  -0.16806
 122.32800	  12.32489	  -0.16928
 122.44900	  12.33507	  -0.16718
 122.57100	  12.32852	  -0.16640
 122.69300	  12.31509	  -0.16054
 122.81500	  12.31615	  -0.16325
 122.93600	  12.32948	  -0.14270
 123.05700	  12.33473	  -0.15630
 123.17800	  12.33220	  -0.16249
 123.29900	  12.31847	  -0.16520
 123.42000	  12.31282	  -0.16443
 123.54000	  12.32537	  -0.17130
 123.66100	  12.32333	  -0.17216
 123.78100	  12.31311	  -0.16475
 123.90100	  12.33295	  -0.16330
 124.02000	  12.32394	  -0.16712
 124.14000	  12.31058	  -0.16867
 124.25900	  12.31122	  -0.17236
 124.37800	  12.33412	  -0.14807
 124.49800	  12.32800	  -0.12675
 124.61600	  12.31380	  -0.15963
 124.73400	  12.32829	  -0.16301
 124.85300	  12.33352	  -0.16049
 124.97200	  12.33176	  -0.16934
 125.08900	  12.31700	  -0.16489
 125.20700	  12.33311	  -0.16877
 125.32500	  12.33428	  -0.16195
 125.44200	  12.32036	  -0.15845
 125.56000	  12.31585	  -0.16268
 125.67700	  12.30519	  -0.16541
 125.79400	  12.32144	  -0.16377
 125.91100	  12.33931	  -0.16021
 126.02700	  12.33217	  -0.14402
 126.14400	  12.31869	  -0.16768
 126.26000	  12.32721	  -0.16250
 126.37600	  12.32742	  -0.15687
 126.49300	  12.32327	  -0.16393
 126.60800	  12.32712	  -0.17181
 126.72400	  12.33074	  -0.15471
 126.83900	  12.31769	  -0.16002
 126.95400	  12.32108	  -0.15968
 127.06800	  12.32647	  -0.15362
 127.18400	  12.32710	  -0.15636
 127.29800	  12.31970	  -0.15348
 127.41300	  12.32730	  -0.15104
 127.52600	  12.32866	  -0.16650
 127.63800	  12.32447	  -0.16073
 127.75000	  12.31793	  -0.15978
 127.86100	  12.32522	  -0.15936
 127.97300	  12.32486	  -0.16192
 128.08400	  12.32978	  -0.15855
 128.19500	  12.32095	  -0.16156
 128.30600	  12.32084	  -0.15228
 128.41700	  12.32039	  -0.16687
 128.52700	  12.32915	  -0.16326
 128.63800	  12.33791	  -0.15525
 128.74800	  12.32432	  -0.14908
 128.85800	  12.32270	  -0.15544
 128.96700	  12.31844	  -0.16086
 129.07700	  12.32145	  -0.16663
 129.18700	  12.32490	  -0.15405
 129.29600	  12.32787	  -0.15663
 129.40500	  12.32566	  -0.15209
 129.51400	  12.31870	  -0.15868
 129.62200	  12.31083	  -0.15699
 129.73100	  12.32207	  -0.15510
 129.84000	  12.32835	  -0.15411
 129.94700	  12.31854	  -0.16177
 130.05600	  12.32139	  -0.15384
 130.16400	  12.32722	  -0.15083
 130.27100	  12.31898	  -0.15879
 130.37900	  12.31924	  -0.15794
 130.48600	  12.31887	  -0.17292
 130.59300	  12.32245	  -0.16832
 130.70000	  12.32831	  -0.15943
 130.80700	  12.33352	  -0.15400
 130.91400	  12.32945	  -0.15687
 131.02000	  12.33202	  -0.15349
 131.12600	  12.33409	  -0.16717
 131.23200	  12.32755	  -0.16636
 131.33900	  12.33074	  -0.15265
 131.44400	  12.32601	  -0.15496
 131.55000	  12.31866	  -0.16441
 131.65500	  12.32964	  -0.16456
 131.76000	  12.32100	  -0.15558
 131.86500	  12.32683	  -0.15610
 131.97000	  12.31555	  -0.16422
 132.07600	  12.32801	  -0.14421
 132.18000	  12.32237	  -0.15773
 132.28400	  12.32255	  -0.15974
 132.38800	  12.31707	  -0.15485
 132.49300	  12.31996	  -0.15122
 132.59600	  12.32027	  -0.16158
 132.70000	  12.31724	  -0.15166
 132.80300	  12.32350	  -0.15133
 132.90700	  12.31893	  -0.15525
 133.01100	  12.31625	  -0.15928
 133.11300	  12.31193	  -0.15773
 133.21600	  12.31796	  -0.15338
 133.31900	  12.32552	  -0.14997
 133.42200	  12.32572	  -0.15798
 133.52400	  12.31799	  -0.16295
 133.62700	  12.33260	  -0.15824
 133.72900	  12.31946	  -0.15665
 133.83000	  12.32162	  -0.15496
 133.93200	  12.32371	  -0.14665
 134.03400	  12.32178	  -0.15895
 134.13600	  12.32621	  -0.16615
 134.23700	  12.31972	  -0.16782
 134.33800	  12.32361	  -0.16897
 134.43900	  12.32446	  -0.15149
 134.54000	  12.32138	  -0.16624
 134.64100	  12.30884	  -0.15079
 134.74100	  12.31766	  -0.15408
 134.84100	  12.31980	  -0.15497
 134.94200	  12.32702	  -0.15329
 135.04200	  12.32424	  -0.16101
 135.14200	  12.32667	  -0.16253
 135.24100	  12.32274	  -0.14929
 135.34100	  12.31805	  -0.15239
 135.44100	  12.31988	  -0.15669
 135.53900	  12.33258	  -0.16541
 135.63900	  12.32968	  -0.17122
 135.73800	  12.33312	  -0.16339
 135.83600	  12.33411	  -0.15628
 135.93400	  12.32600	  -0.15591
 136.03300	  12.32301	  -0.15084
 136.13200	  12.32165	  -0.15074
 136.23000	  12.32722	  -0.16080
 136.32800	  12.32075	  -0.16011
 136.42600	  12.32610	  -0.17030
 136.52300	  12.32849	  -0.15004
 136.62100	  12.32109	  -0.15321
 136.71800	  12.32178	  -0.16089
